name,latitude,longitude,category,landmark,barangay,city,province
"Greenwich Pizza",13.758864735866599,121.05722314848178,food,"Bay City Mall","Barangay 14 (Pob.)","BATANGAS CITY (Capital)",BATANGAS
"Greenwich Pizza",13.763743215777811,121.055977049346,food,"Puregold Batangas City",Calicanto,"BATANGAS CITY (Capital)",BATANGAS
"Greenwich Pizza",13.7557516922504,121.06921997143942,food,"SM City Batangas","Pallocan Kanluran","BATANGAS CITY (Capital)",BATANGAS
"Domino's Pizza",13.759912909146038,121.05767824473233,food,"Dayton Hotel","Barangay 10 (Pob.)","BATANGAS CITY (Capital)",BATANGAS
"Domino's Pizza",13.753735031336639,121.06962666193633,food,Meralco,"Pallocan Kanluran","BATANGAS CITY (Capital)",BATANGAS
JOLLIBEE,17.612964599999998,121.72452539999998,food,"SM- Downtown","Ugac Sur","TUGUEGARAO CITY (Capital)",CAGAYAN
JOLLIBEE,17.615337399999998,121.6995943,food,"Jollibee Buntun",Buntun,"TUGUEGARAO CITY (Capital)",CAGAYAN
JOLLIBEE,17.6140363,121.72817680000001,food,,,"TUGUEGARAO CITY (Capital)",CAGAYAN
"Angel's Pizza",13.407027529058164,121.17643743074535,food,"Nuciti Mall ",Camilmil,"CITY OF CALAPAN (Capital)","ORIENTAL MINDORO"
"MANG INASAL",12.3697523,123.6199855,food,"in front of land bank","Centro (Pob.)","CITY OF MASBATE (Capital)",MASBATE
Andoks,12.3663556,123.6196417,food,"Purok1 Tinapian","Pating (Pob.)","CITY OF MASBATE (Capital)",MASBATE
"Chooks to Go",12.3642945,123.6221367,food,"Purok1 Tinapian","Centro (Pob.)","CITY OF MASBATE (Capital)",MASBATE
"Pizza Hut",12.3610864,12.3610864,food,"Gisano Capital","Centro (Pob.)","CITY OF MASBATE (Capital)",MASBATE
"Red Ribbon",8.4774908,124.6454562,food,,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Red Ribbon",8.504135,124.6155843,food,,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Red Ribbon",8.481098,124.65590999999999,food,,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Red Ribbon",8.481521599999999,124.6375579,food,,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Red Ribbon",8.4802355,124.6447353,food,,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Red Ribbon",8.4863254,124.65139429999999,food,,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
Goldilocks,8.481254,124.655909,food,,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
Goldilocks,8.4769499,124.64912609999999,food,downtown,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
Goldilocks,8.4775212,124.64529909999999,food,,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Minute Burger",8.5218746,124.57421869999999,food,,,OPOL,"MISAMIS ORIENTAL"
"Minute Burger",8.5034416,124.59923160000001,food,,,OPOL,"MISAMIS ORIENTAL"
"Burger King",8.477763099999999,124.64452589999999,food,,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"Burger King",8.484867999999999,124.65413299999999,food,,,"CAGAYAN DE ORO CITY (Capital)","MISAMIS ORIENTAL"
"MANG INASAL",7.223103,124.24766029999998,food,pendatun,Poblacion,"COTABATO CITY","COTABATO CITY"
JOLLIBEE,7.222525600000001,124.2522618,food,poblacion,Poblacion,"COTABATO CITY","COTABATO CITY"
CHOWKING,7.202126600000001,124.23995339999999,food,poblacion,"Poblacion V","COTABATO CITY","COTABATO CITY"
CHOWKING,7.2007107999999995,124.24081549999998,food,,Poblacion,"COTABATO CITY","COTABATO CITY"
McDonalds,7.2215633,124.24694059999997,food,"quezon ave",Poblacion,"COTABATO CITY","COTABATO CITY"
"Chooks to Go",7.0715502,125.71135439999999,food,"Samal Kaputian Rd","Poblacion (Kaputian)","ISLAND GARDEN CITY OF SAMAL","DAVAO DEL NORTE"
Goldilocks,7.1359195,125.6889706,food,Babak,"San Isidro (Babak)","ISLAND GARDEN CITY OF SAMAL","DAVAO DEL NORTE"
"Minute Burger",7.1376231,125.68775690000001,food,Babak,"San Isidro (Babak)","ISLAND GARDEN CITY OF SAMAL","DAVAO DEL NORTE"
CHOWKING,13.621061899999999,123.1898589,food,"SM Naga",Triangulo,"NAGA CITY","CAMARINES SUR"
JOLLIBEE,17.42685651124935,121.77423263722144,food,Xentromall,"Centro (Pob.)",CABAGAN,ISABELA
"MANG INASAL",17.42730691153922,121.77392150097221,food,"Malapit sa Jollibee","Centro (Pob.)",CABAGAN,ISABELA
"Mrs. G",17.426425899999998,121.7740579,food,.,"Centro (Pob.)",CABAGAN,ISABELA
Cindy's,17.426882799999998,121.7740796,food,"xentro mall","Centro (Pob.)",CABAGAN,ISABELA
Franks,17.42659499298303,121.77442119777206,food,"tabi ng xentromall","Centro (Pob.)",CABAGAN,ISABELA
"Dimsum Panda",17.42723847444794,121.77316423722134,food,"malapit sa Soho","Centro (Pob.)",CABAGAN,ISABELA
"The Shawarma Shack",17.4267722,121.7733385,food,"harap ng xentro mall","Centro (Pob.)",CABAGAN,ISABELA
"Chooks to Go",17.4265862,121.7737038,food,-,"Centro (Pob.)",CABAGAN,ISABELA
Andoks,17.4264445,121.7739286,food,"tabi ng mrs g","Centro (Pob.)",CABAGAN,ISABELA
"MANG INASAL",15.878952199999997,120.60213639999999,food,"Crossing pag baba ng Tulay Tabi ng LBC.","Carmen East",ROSALES,PANGASINAN
JOLLIBEE,13.5949359000,122.32345309999998,food,"Mang inasal","Barangay 9 (Pob.)",CATANAUAN,QUEZON
"MANG INASAL",13.5952945000,122.3234584000,food,"Jollibee ","Barangay 9 (Pob.)",CATANAUAN,QUEZON
Goldilocks,13.5953439,122.3232012,food,7/11,"Barangay 9 (Pob.)",CATANAUAN,QUEZON
Franks,13.5959834,122.32302809999999,food,,"Barangay 10 (Pob.)",CATANAUAN,QUEZON
Franks,13.5713028,122.3645949,food,,,CATANAUAN,QUEZON
"Mister Donut",13.5950435,122.32328530000001,food,Andok's,"Barangay 10 (Pob.)",CATANAUAN,QUEZON
"Chooks to Go",13.5925502,122.32194360000001,food,Andok's,"Barangay 9 (Pob.)",CATANAUAN,QUEZON
"Burger Machine ",13.631160399999999,122.2440554,food,Andok's,"Barangay 9 (Pob.)",CATANAUAN,QUEZON
Andoks,13.5958452,122.32283009999999,food,Franks,"Barangay 9 (Pob.)",CATANAUAN,QUEZON
"MANG INASAL",14.4089162,120.8576279,food,"SM Rosario","Tejeros Convention",ROSARIO,CAVITE
"Bebang Halo Halo",14.393479899999999,120.8511976,food,"SM TANZA","Daang Amaya II",TANZA,CAVITE
CHOWKING,14.406991000000001,120.85910679999999,food,EPZA,"Tejeros Convention",ROSARIO,CAVITE
JOLLIBEE,14.4094492,120.8578754,food,"SM ROSARIO","Tejeros Convention",ROSARIO,CAVITE
JOLLIBEE,14.406909299999999,120.8590869,food,EPZA,"Tejeros Convention",ROSARIO,CAVITE
McDonalds,14.415579999999997,120.85598999999999,food,primark,Poblacion,ROSARIO,CAVITE
McDonalds,14.428189999999999,120.88145999999999,food,primark,Magdiwang,NOVELETA,CAVITE
JOLLIBEE,14.4283681,120.88114139999999,food,"infront of primark",Poblacion,NOVELETA,CAVITE
McDonalds,13.5931017000,122.32779919999999,food,"Municipal hall","Barangay 9 (Pob.)",CATANAUAN,QUEZON
"Dimsum Panda",13.593275799999999,122.3271728,food,Franks,"Barangay 5 (Pob.)",CATANAUAN,QUEZON
JOLLIBEE,,,food,"near epza gate","Santa Rosa II",NOVELETA,CAVITE
"Mister Donut",12.3708046,123.6090543,food,"Bus Terminal","Pating (Pob.)","CITY OF MASBATE (Capital)",MASBATE
McDonalds,12.3690666,123.61938599999998,food,"In front Catholic Charts","F. Magallanes","CITY OF MASBATE (Capital)",MASBATE
JOLLIBEE,12.58906457058152,121.51867527709871,food,"Near HANDYMAN ","Bagumbayan (Pob.)",ROXAS,"ORIENTAL MINDORO"
"Bread & Butter",12.58960411191246,121.51800630358281,food,"Near Villarica Pawnshop ","Bagumbayan (Pob.)",ROXAS,"ORIENTAL MINDORO"
Zagu,12.587042277386033,121.51938409662027,food,"Near Master Siomai  ","Bagumbayan (Pob.)",ROXAS,"ORIENTAL MINDORO"
"Master siomai",12.588886345060175,121.51830369017523,food,"Near Zagu ","Bagumbayan (Pob.)",ROXAS,"ORIENTAL MINDORO"
Andoks,12.593399836657296,121.52975381812675,food,"Opposite Angel's Burger",Dangay,ROXAS,"ORIENTAL MINDORO"
Goldilocks,12.587126346320003,121.51971816490301,food,"Near Potato Corner","Bagumbayan (Pob.)",ROXAS,"ORIENTAL MINDORO"
"Angel's Burger",12.593779295379226,121.52935993985581,food,"Opposite of Andoks ",Dangay,ROXAS,"ORIENTAL MINDORO"
"Potato Corner",12.587042277386033,121.51938409662027,food,"Beside Lot's a Pizza ","Bagumbayan (Pob.)",ROXAS,"ORIENTAL MINDORO"
"Chooks to Go",12.589966579806156,121.5178242953511,food,"Beside Andoks","Bagumbayan (Pob.)",ROXAS,"ORIENTAL MINDORO"
"Crispy King",13.188621614112082,123.61076973624536,food,MORMS,"San Francisco",GUINOBATAN,ALBAY
Franks,18.461482099999998,122.14320259999998,food,"Infront of BDO Network","Centro (Pob.)","SANTA ANA",CAGAYAN
"Dimsum Panda",18.461677599999998,122.14295059999998,food,"Commercial Center","Centro (Pob.)","SANTA ANA",CAGAYAN
"Chooks to Go",18.4544262,122.1395297,food,"beside NCL Hardware","Centro (Pob.)","SANTA ANA",CAGAYAN
"K Egg",12.58879076999045,121.51776243149745,food,"Opposite Palawan Express ","Bagumbayan (Pob.)",ROXAS,"ORIENTAL MINDORO"
"Greenwich Pizza",14.409461199999999,120.85690059999999,food,"SM Rosario","Tejeros Convention",ROSARIO,CAVITE
"Kuya J Restaurant ",14.4087588,120.8573861,food,"SM Rosario, Cavite","Tejeros Convention",ROSARIO,CAVITE
Turks,14.408934499999999,120.8568926,food,"SM Rosario, Cavite","Tejeros Convention",ROSARIO,CAVITE
"Chooks to Go",14.409294599999999,120.8578739,food,"SM Rosario, Cavite","Tejeros Convention",ROSARIO,CAVITE
"Red Ribbon",14.407166100000001,120.85904950000001,food,"SM Rosario, Cavite ","Tejeros Convention",ROSARIO,CAVITE
"MANG INASAL",10.2949883,123.9010385,food,"along Osmeña Boulevard, near Cebu Doctor’s University Hospital, One Mango Avenue, and Robinsons Fuente.","Sambag I (Pob.)","CEBU CITY (Capital)",CEBU
"MANG INASAL",10.309660599999999,123.89399519999999,food,"Robinsons Place Cebu (Fuente) — near Fuente Osmeña Circle, close to Crown Regency Hotel, Vicente Sotto Memorial Medical Center, and Chong Hua Hospital.","San Nicolas Central","CEBU CITY (Capital)",CEBU
"MANG INASAL",10.297393,123.9004914,food,"inside 138 Mall (Colonnade Mall) along Colon Street, near Gaisano Main, Unitop, and University of the Visayas (UV).","Kalubihan (Pob.)","CEBU CITY (Capital)",CEBU
"MANG INASAL",10.3314164,123.906858,food,"Inside Ayala Malls Central Bloc, near Garden Row and The Walk, across Teleperformance and Avida Towers.",Apas,"CEBU CITY (Capital)",CEBU
"MANG INASAL",10.2957582,123.89655099999997,food,"Gaisano Capital South / Henry Gaisano Building at the corner of Colon Street & Leon Kilat Street. Near Gaisano Main, Unitop, Metro Colon and along Colon downtown area.","Kalubihan (Pob.)","CEBU CITY (Capital)",CEBU
"MANG INASAL",10.282241599999999,123.8811496,food,"SM City Cebu mall, located at Juan Luna Avenue corner Cabahug & Kaohsiung Streets, North Reclamation Area, Cebu City.",Mabolo,"CEBU CITY (Capital)",CEBU
Goldilocks,14.417108800000001,120.85490680000001,food,"Beside mercury drug Rosario, Cavite",Poblacion,ROSARIO,CAVITE
"Army Navy",10.318214,123.90513600000001,food,"Located in Ayala Center Cebu, Cebu Business Park, Archbishop Reyes Avenue.",Luz,"CEBU CITY (Capital)",CEBU
"Army Navy",10.3307629,123.90538769999999,food,"Ground floor of eBloc 2 Tower in Asiatown IT Park, Cebu City.",Apas,"CEBU CITY (Capital)",CEBU
"The Shawarma Shack",14.1533863,122.8268131,food,"J&f mall",Dalas,LABO,"CAMARINES NORTE"
"Chick Chicken ",10.315010899999999,123.8910233,food,"The Strip is a commercial retail strip/mall area on Osmeña Blvd.","Capitol Site (Pob.)","CEBU CITY (Capital)",CEBU
"Chick Chicken ",10.3154114,123.91182930000001,food,"Situated in the Moulvibazar area of Mabolo",Mabolo,"CEBU CITY (Capital)",CEBU
"Chick Chicken ",10.325490799999999,123.9135876,food,"Situated in the Patville area of Mabolo, near establishments like Kasa Boutique and Santoni’s Place.",Mabolo,"CEBU CITY (Capital)",CEBU
"Chick Chicken ",10.3180835,123.9154027,food,"Situated near Gochan Compound, close to Metrobank Mabolo.",Mabolo,"CEBU CITY (Capital)",CEBU
"MANG INASAL",17.1823537,120.4448791,food,"near motor ace ph",Oaig-Daya,"CITY OF CANDON","ILOCOS SUR"
"Secret Recipe",10.3777445,123.87306530000001,food,"Situated near Tops Lookout, a popular tourist spot offering panoramic views of Cebu City.","Busay (Pob.)","CEBU CITY (Capital)",CEBU
BOTEJYU,10.2810101,123.88112450000001,food,"It’s in the Seaview Wing of SM Seaside, a major shopping mall in South Road Properties.",Mambaling,"CEBU CITY (Capital)",CEBU
BOTEJYU,10.3104655,123.9187498,food,"Cebu Business Park, near the Terraces area of Ayala Center Cebu.",Luz,"CEBU CITY (Capital)",CEBU
BOTEJYU,10.3104655,123.9187498,food,"Located in the North Reclamation Area, near the SM Store and the Northwing of SM City Cebu.",Mabolo,"CEBU CITY (Capital)",CEBU
"American Ribs & Wings",10.2923019,123.8938042,food,"Beside Henyo's Pizza in the Pasil area.",Pasil,"CEBU CITY (Capital)",CEBU
JOLLIBEE,16.820612999999998,120.40252099999998,food,,,BALAOAN,"LA UNION"
JOLLIBEE,17.192445199999998,120.4480866,food,,,"CITY OF CANDON","ILOCOS SUR"
Yolo,10.3184603,123.9027864,food,"Situated near Ayala Center Cebu, a major shopping mall in the Cebu Business Park.",Luz,"CEBU CITY (Capital)",CEBU
Yolo,10.3101971,123.89593749999999,food,"Located in the Mango Square area, near establishments like Mango Square Mall and Red Planet Hotel.","Kamagayan (Pob.)","CEBU CITY (Capital)",CEBU
Turks,16.9360665,120.44731139999999,food,"jtc mall",,TAGUDIN,"ILOCOS SUR"
"The Shawarma Shack",16.9371847,120.444913,food,"nearby shell gas station","Magsaysay (Pob.)",TAGUDIN,"ILOCOS SUR"
"JR Inasal House",16.904202299999998,121.612742,food,"infront of isabela state universuty san mateo campus","San Andres","SAN MATEO",ISABELA
JOLLIBEE,16.8806838,121.5877268,food,"infront of fountain san mateo ","Barangay III (Pob.)","SAN MATEO",ISABELA
"Kenny Rogers",10.3122897,123.9172022,food,"Situated within SM City Cebu, near the Fiesta Strip area.",Mabolo,"CEBU CITY (Capital)",CEBU
"Kenny Rogers",10.2817352,123.87996880000001,food,"Located within SM Seaside City Cebu, a major shopping mall in the area",Mambaling,"CEBU CITY (Capital)",CEBU
"Kenny Rogers",10.3094023,123.8762924,food,"Located across McDonald's and beside Starbucks in Banawa",Guadalupe,"CEBU CITY (Capital)",CEBU
SBARRO,10.3304499,123.90739229999998,food,"Located within Ayala Malls Central Bloc in Cebu IT Park, near establishments like The Company Cebu and The Walk.",Apas,"CEBU CITY (Capital)",CEBU
SBARRO,10.312322,123.91823799999997,food,"Located near the Motorcycle Parking 2 entrance of SM City Cebu, close to the North Reclamation Area.",Mabolo,"CEBU CITY (Capital)",CEBU
SBARRO,10.3189887,123.9047411,food,"Located within Ayala Center Cebu, near the Active Zone area",Luz,"CEBU CITY (Capital)",CEBU
SBARRO,10.2816309,123.8823134,food,"Located on the 3rd level of SM Seaside City Cebu, within the Sunrise Wing foodcourt.",Mambaling,"CEBU CITY (Capital)",CEBU
SBARRO,10.3095699,123.894278,food,"Located within Robinsons Fuente, a prominent mall near Fuente Osmeña Circle.","Santa Cruz (Pob.)","CEBU CITY (Capital)",CEBU
"MANG INASAL",15.303653,120.9459899,food,Waltermart,"San Vicente (Pob.)","CITY OF GAPAN","NUEVA ECIJA"
"K Egg",10.312328599999999,123.9112707,food,"Located within The Persimmon, a mixed-use development that includes residential units and commercial spaces.",Mabolo,"CEBU CITY (Capital)",CEBU
"K Egg",10.310405,123.89193200000001,food,"Located on the 2nd floor of Robinsons Cybergate Cebu, a mixed-use development housing food outlets, wellness centers, and offices.","Capitol Site (Pob.)","CEBU CITY (Capital)",CEBU
"K Egg",10.399452000000002,123.92063899999998,food,"Situated within MCP Market, a local market known for its diverse food offerings",Pit-os,"CEBU CITY (Capital)",CEBU
"Mrs. G",10.2972068,123.89951289999999,food,"in front of Colonnade Mall” along Colon.","San Nicolas Central","CEBU CITY (Capital)",CEBU
"Mrs. G",10.3114191,123.91781639999998,food," Juan Luna Avenue corner Cabahug and Kaoshiung Streets, North Reclamation Area, Cebu Port Center, Barangay Mabolo, Cebu City",Mabolo,"CEBU CITY (Capital)",CEBU
"Mrs. G",10.324703099999999,123.91441599999999,food,"The Columns Building on Pres. Quirino Street",Kasambagan,"CEBU CITY (Capital)",CEBU
"Mrs. G",10.3111421,123.9168308,food,"Inside SM City Cebu, Juan Luna Ave. corner Cabahug & Kaohsiung Streets, North Reclamation Area",Mabolo,"CEBU CITY (Capital)",CEBU
"Mrs. G",10.2959046,123.8989302,food,"On Osmeña Boulevard (a major road in Cebu City)","Sambag I (Pob.)","CEBU CITY (Capital)",CEBU
"Angel's Pizza",10.299605099999999,123.8868656,food,"t’s located in the A-Strip Commercial Building (Unit 1, A. Strip Bldg) along V. Rama Ave, near the intersection or stretch around Calamba.",Calamba,"CEBU CITY (Capital)",CEBU
"Angel's Pizza",10.3284975,123.90531069999999,food,"Inside Calyx Centre, Ground Floor, Unit 9","Lahug (Pob.)","CEBU CITY (Capital)",CEBU
"Angel's Pizza",10.338111,123.91171170000001,food,"Beside University of Cebu – Banilad campus",Kasambagan,"CEBU CITY (Capital)",CEBU
"Angel's Pizza",10.3189914,123.90596689999998,food,"within The Terraces, a dining and entertainment hub adjacent to Ayala Center Cebu. ","Lahug (Pob.)","CEBU CITY (Capital)",CEBU
JOLLIBEE,15.300740200000002,120.94838809999999,food,"Robinsons Gapan",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Dunkin Donut",10.310691,123.892612,food,"Near Fuente Osmeña Circle, close to Jesever Arcade","Capitol Site (Pob.)","CEBU CITY (Capital)",CEBU
"Dunkin Donut",10.3181806,123.90512389999999,food,"Located within The Terraces, a dining and entertainment hub adjacent to Ayala Center Cebu.","Lahug (Pob.)","CEBU CITY (Capital)",CEBU
"Dunkin Donut",10.3114254,123.91754519999998,food,"Located inside SM City Cebu, a major shopping mall in Cebu City.",Mabolo,"CEBU CITY (Capital)",CEBU
"Dunkin Donut",10.330689,123.8985572,food,"Located within JY Square Mall, a commercial complex in the Lahug area.","Lahug (Pob.)","CEBU CITY (Capital)",CEBU
"Dunkin Donut",10.304092299999999,123.91129980000001,food,"Located inside Super Metro Colon, a supermarket and commercial complex along Junquera St.","San Nicolas Central","CEBU CITY (Capital)",CEBU
"Dunkin Donut",10.304092299999999,123.91129980000001,food,"Level 2 ng Robinsons Galleria Cebu, malapit sa mga kilalang tindahan at kainan sa loob ng mall.","Tejero (Villa Gonzalo)","CEBU CITY (Capital)",CEBU
Goldilocks,10.296745,123.899412,food,"Level 2 ng 138 Mall, malapit sa mga kilalang tindahan at kainan sa loob ng mall.",,"CEBU CITY (Capital)",CEBU
Biggs,13.620560999999999,123.1899085,food,Sm,Triangulo,"NAGA CITY","CAMARINES SUR"
"Classic Savory",14.409346600000001,120.85785840000001,food,"SM Rosario, Cavite ","Tejeros Convention",ROSARIO,CAVITE
"MANG INASAL",12.351428799999999,121.0640188,food,"rizal street","Barangay 5 (Pob.)","SAN JOSE","OCCIDENTAL MINDORO"
CHOWKING,12.353054199999999,121.06596189999999,food,"rizal street","Barangay 3 (Pob.)","SAN JOSE","OCCIDENTAL MINDORO"
JOLLIBEE,12.353051599999999,121.06649720000001,food,"rizal street","Barangay 6 (Pob.)","SAN JOSE","OCCIDENTAL MINDORO"
McDonalds,12.3519112,121.06529350000001,food,"rizal street","Barangay 6 (Pob.)","SAN JOSE","OCCIDENTAL MINDORO"
JOLLIBEE,12.3623709,121.0756304,food,"national state college","Labangan Poblacion","SAN JOSE","OCCIDENTAL MINDORO"
"MANG INASAL",13.621282167983207,123.19031782333043,food,"Inside SM NAGA",Triangulo,"NAGA CITY","CAMARINES SUR"
McDonalds,15.3036724,120.9463399,food,Waltermart,"San Vicente (Pob.)","CITY OF GAPAN","NUEVA ECIJA"
"MANG INASAL",15.3003395,120.94748489999999,food,"Front of Robinson","San Nicolas","CITY OF GAPAN","NUEVA ECIJA"
CHOWKING,15.308560000000002,120.9446284,food,"Walter Mart",Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
BOTEJYU,15.300735999999999,120.94810679999998,food,"Robinson Mall","San Roque","CITY OF GAPAN","NUEVA ECIJA"
"Coffee Project",15.258969299999999,120.95244359999998,food,"All homes","Santo Cristo Sur","CITY OF GAPAN","NUEVA ECIJA"
"Gong Cha",15.3007425,120.9479703,food,Robinson,Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
Chatime,15.303654300000002,120.94626749999999,food,Waltermart,Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Teriyaki Boy",15.300711399999999,120.94787209999998,food,Robinson,Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Teriyaki Boy",15.300741173348888,120.94786804972057,food,waltermart,Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Gerry's Grill",15.300741173348888,120.94786804972057,food,Robinson,Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"The Shawarma Shack",15.306620899999999,120.94582159999999,food,"Harap ng BPI",Maburak,"CITY OF GAPAN","NUEVA ECIJA"
"Red Ribbon",15.3035258,120.94576370000001,food,Waltermart,Bayanihan,"CITY OF GAPAN","NUEVA ECIJA"
"Burger King",15.295210899999999,120.94885520000001,food,"Tabi ng Jollibee na malapit sa petron",Malimba,"CITY OF GAPAN","NUEVA ECIJA"
"Crispy King",16.993183572173162,121.63580999063159,food,"beside pizza haus","San Pedro-San Pablo (Pob.)",AURORA,ISABELA
"Potato Corner",10.309473599999999,123.8942306,food,"Fuente Osmeña Circle","Santa Cruz (Pob.)","CEBU CITY (Capital)",CEBU
"Potato Corner",10.311667,123.91835270000001,food,"Potato Corner XP (experiential branch) on Level 3 of SM City Cebu.",Mabolo,"CEBU CITY (Capital)",CEBU
"Potato Corner",10.318225,123.90514300000001,food,"Ayala Center Cebu itself (in Cebu Business Park, at the corner of Archbishop Reyes Ave & Cardinal Rosales Ave)",Luz,"CEBU CITY (Capital)",CEBU
"Potato Corner",10.3180813,123.89629269999999,food,"It’s inside Vibo Place, along N. Escario Street; part of the Axis Entertainment Avenue strip. Nearby landmarks include Cebu Grand Hotel, The Apartelle, CAIAA Center.","Capitol Site (Pob.)","CEBU CITY (Capital)",CEBU
CHOWKING,10.3314246,123.9071101,food,"Ayala Malls Central Bloc (in Cebu IT Park)",Apas,"CEBU CITY (Capital)",CEBU
CHOWKING,10.3106516,123.89340829999999,food,"Cinco Centrum, at Fuente Osmeña Circle / Osmeña Boulevard, close to the Fuente Osmeña rotunda.","Tejero (Villa Gonzalo)","CEBU CITY (Capital)",CEBU
CHOWKING,10.3067893,123.89445979999998,food,"along Osmeña Boulevard / Jones Avenue in the ABM (Anita Benedicto Miranda) Building, near the Arlington Pond Street intersection.","Santa Cruz (Pob.)","CEBU CITY (Capital)",CEBU
