name,latitude,longitude,category,landmark,barangay,city,province
Chowking,13.937649020498586,121.61531800520737,food,"Near Western Union at Carlos City Center","Barangay 4 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Angel's Burger",14.064341883306083,121.24502368478231,food,"Near tech-ie telecom and supplies shop","San Juan",ALAMINOS,LAGUNA
"Baliwag Lechon Manok.Liempo",14.618886843115408,121.10201604159249,food,"infront pickup coffee","San Isidro",CAINTA,RIZAL
"Baliwag Lechon Manok.Liempo",14.583755132894817,121.12330543435027,food,"near motoxchange cainta","Santo Niño",CAINTA,RIZAL
"Baliwag Lechon Manok.Liempo",14.580941518212358,121.11546890490187,food,"infront marissa store","Santo Domingo",CAINTA,RIZAL
"Baliwag Lechon Manok.Liempo",14.569366512373744,121.1064121214694,food,"near 7 eleven kabisig","San Isidro",CAINTA,RIZAL
"Baliwag Lechon Manok.Liempo",14.596707640173271,121.1138464340479,food,"near coffe spot","Santo Domingo",CAINTA,RIZAL
"Baliwag Lechon Manok.Liempo",14.57632930737253,121.1212079095675,food,"infront penoy pera padala","San Andres (Pob.)",CAINTA,RIZAL
KFC,13.937210001699492,121.61422908300527,food,"Near Chowking, ML Tgarao St","Barangay 6 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Pizza Hut",13.940835553156795,121.62477986235896,food,"Located in SM City ","Ibabang Dupay","LUCENA CITY (Capital)",QUEZON
McDonalds,14.278144897946811,121.12428815959613,food,"near RCBC ATM",Banaybanay,"CABUYAO CITY",LAGUNA
McDonalds,14.245112621218272,121.13166322522089,food,"near The Purple Blend - Brew & Tea Bar",Pulo,"CABUYAO CITY",LAGUNA
McDonalds,14.21888660068844,121.06766939999616,food,"near Hana Garden Villas",Niugan,"CABUYAO CITY",LAGUNA
McDonalds,14.242349395596836,121.13100527116012,food,"Inside Centro Mall Cabuyao",Banaybanay,"CABUYAO CITY",LAGUNA
"Shakey's Pizza",14.241245884900493,121.10872198824251,food,"near Center of Excellence",Banaybanay,"CABUYAO CITY",LAGUNA
"Pan de Manila",14.5826602567219,121.12950577805965,food,"primark center  cainta","San Juan",CAINTA,RIZAL
"Pan de Manila",14.619439792952308,121.10159979202118,food,"powerplay sta. lucia","San Isidro",CAINTA,RIZAL
McDonalds,14.066075664061515,121.28852040568506,food,"Near MexiKanto - San Pablo Laguna","San Benito",ALAMINOS,LAGUNA
"Yellow Cab Pizza",14.234071373758807,121.13437239644635,food,"Phoenix Gasoline Station","San Isidro","CABUYAO CITY",LAGUNA
Goldilocks,14.063277064153171,121.24567660943063,food,"Near Oro Optical Optician","San Andres",ALAMINOS,LAGUNA
"Mang Inasal",14.230021775571375,121.13918204508484,food,"near Jollibee in front of red ribbon",Banlic,"CABUYAO CITY",LAGUNA
"Mang Inasal",14.236010448677748,121.136235008646,food,"inside Waltermart Cabuyao",Banaybanay,"CABUYAO CITY",LAGUNA
Franks,14.063251046021781,121.2460582631067,food,"Near St. Rose Salon","San Juan",ALAMINOS,LAGUNA
McDonalds,13.93650256019319,121.61337529040945,food,"Near RCBC Branch and Alpha Cycle Center","Barangay 4 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Red Ribbon",14.576882331940672,121.11696264984788,food,"beside mercury drug","San Andres (Pob.)",CAINTA,RIZAL
"Red Ribbon",14.580073573380327,121.13519208776135,food,"beside baliwag letchon manok","Santo Domingo",CAINTA,RIZAL
"Dunkin Donut",14.22868968079152,121.13988338726715,food,"beside Southstar drug and in front of Diosashey Pasalubong Center",Banaybanay,"CABUYAO CITY",LAGUNA
"Red Ribbon",14.586344760688878,121.11307079876946,food,"robinsons cainta","Santo Domingo",CAINTA,RIZAL
"Red Ribbon",14.618218015189703,121.09925049324762,food,"powerplay sta. lucia","San Isidro",CAINTA,RIZAL
"Shakey's Pizza",13.961759357711468,121.5937990120886,food,"Near Tap King and Phoenix Gas Station",Gulang-gulang,"LUCENA CITY (Capital)",QUEZON
"Burger King",13.941471178375686,121.62471331818033,food,"Located in SM City","Ibabang Dupay","LUCENA CITY (Capital)",QUEZON
Goldilocks,14.23081702305521,121.13955868300178,food,"in front of albeth bakehouse near jollibee",Banlic,"CABUYAO CITY",LAGUNA
Goldilocks,14.279218523197596,121.12426174526037,food,"inside Citi Global College ","Barangay Dos (Pob.)","CABUYAO CITY",LAGUNA
Goldilocks,14.235786526299751,121.14543131730117,food,"near Pet Cat House",Mamatid,"CABUYAO CITY",LAGUNA
Wendy's,13.96164660602133,121.58670266755252,food,"Near 7/11 and  Miggy Carinderia, Maharlika Hwy",Gulang-gulang,"LUCENA CITY (Capital)",QUEZON
"Angel's Burger",14.575900981594776,121.12184188137155,food,"infront happy11 hypermart","San Andres (Pob.)",CAINTA,RIZAL
"Angel's Burger",14.569008761377876,121.10683996196401,food,"beside sip-g cambridge","San Isidro",CAINTA,RIZAL
"TOKYO TOKYO",13.940805308983409,121.62656992097682,food,"Located in SM City","Ibabang Dupay","LUCENA CITY (Capital)",QUEZON
"Domino's Pizza",14.582367425098605,121.12952106367413,food,"shell cainta","San Juan",CAINTA,RIZAL
JOLLIBEE,14.070575341570274,121.32494351043972,food,"Near Mang Inasal","Barangay VII-C (Pob.)","SAN PABLO CITY",LAGUNA
JOLLIBEE,14.068381633138506,121.32405803558295,food,"Near WESTERN UNION","Barangay VII-C (Pob.)","SAN PABLO CITY",LAGUNA
"Greenwich Pizza",13.936816703733921,121.60947607851335,food,"Located in Pacific Mall","Barangay 3 (Pob.)","LUCENA CITY (Capital)",QUEZON
JOLLIBEE,14.070855567858015,121.30791087422317,food,"Near Puregold Maharlika San pablo","San Rafael","SAN PABLO CITY",LAGUNA
JOLLIBEE,14.067020043862103,121.32599476319577,food,"Near Greenwich Pizza","Barangay IV-C (Pob.)","SAN PABLO CITY",LAGUNA
"Potato Corner",14.243638645450266,121.11266666925049,food,"located in Mapúa Malayan Colleges Laguna",Pulo,"CABUYAO CITY",LAGUNA
"Potato Corner",14.275461550990102,121.12430728649274,food,"in front of Metro Cabuyao Residences","San Isidro","CABUYAO CITY",LAGUNA
"Potato Corner",14.232856991722878,121.13458138464057,food,"Inside Waltermart Cabuyao",Banlic,"CABUYAO CITY",LAGUNA
"Potato Corner",14.24260848408827,121.13112325765671,food,"Centro Mall Cabuyao",Pulo,"CABUYAO CITY",LAGUNA
"Potato Corner",14.228891292736062,121.13985564231263,food,"near Dunkin Donut",Mamatid,"CABUYAO CITY",LAGUNA
"Minute Burger",14.587217857878695,121.11331180769483,food,"beside cainta public market","San Juan",CAINTA,RIZAL
"Minute Burger",14.578374597528308,121.11645712699551,food,"near ramyeon seo","San Andres (Pob.)",CAINTA,RIZAL
Turks,13.9375672714031,121.60898347915126,food,"Located in Pacific Mall","Barangay 3 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Mister Donut",14.228489383055088,121.13977016946245,food,"beside Cebuana Lhuiller",Banaybanay,"CABUYAO CITY",LAGUNA
"Mang Inasal",13.93760635020436,121.60898092206638,food,"Located in Pacific Mall","Barangay 3 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Krispy Kreme",14.582538629776511,121.12718398160266,food,"shell cainta","San Juan",CAINTA,RIZAL
Andoks,14.276449848669321,121.12472941127177,food,"near robinsons easymart","Barangay Tres (Pob.)","CABUYAO CITY",LAGUNA
"Krispy Kreme",14.61764880040747,121.09916152875286,food,"near army navy burger + burrito","San Isidro",CAINTA,RIZAL
Andoks,14.236632909230847,121.15807452263019,food,"beside 7/11",Mamatid,"CABUYAO CITY",LAGUNA
"Krispy Kreme",14.633940363594382,121.10812135644004,food,,"San Isidro",CAINTA,RIZAL
Andoks,14.229633964631898,121.13909016125375,food,"beside mercury drug and the club center building",Banaybanay,"CABUYAO CITY",LAGUNA
Andoks,14.280344560791637,121.14555866125377,food,"near Coffee Crave and Everything But Pets! (EBP)",Marinig,"CABUYAO CITY",LAGUNA
"Dunkin Donut",13.935571117616687,121.61654765698515,food,"Near Forgeprime Fitness and beside Habitos Clothesline","Barangay 5 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Dunkin Donut",13.941280034998705,121.62452595152821,food,"Located in SM City","Ibabang Dupay","LUCENA CITY (Capital)",QUEZON
"Dunkin Donut",13.93726398375077,121.60937135154234,food,"Located in Pacific Mall","Barangay 3 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Dunkin Donut",13.961425388003507,121.65577876318493,food,"Located in Shell Pagbilao and Dunkin Coffee Time","Barangay 3 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Contis Bakeshop & Restaurant",14.070443683851824,121.30131822514768,food,"Near Yellow Cab Pizza co","San Rafael","SAN PABLO CITY",LAGUNA
"Master siomai",14.617486928866022,121.10199247774229,food,"beside rivergold restobar","San Isidro",CAINTA,RIZAL
"Master siomai",14.619950598915826,121.10150120981348,food,"powerplay sta. lucia","San Isidro",CAINTA,RIZAL
Goldilocks,13.937603708630482,121.6099573136912,food,"Located in Pacific Mall","Barangay 3 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Gong Cha",14.07135149367145,121.30196033919323,food,"Near KFC FastFood","San Rafael","SAN PABLO CITY",LAGUNA
Chowking,14.617939700974672,121.09919991108163,food,"powerplay sta. lucia","San Isidro",CAINTA,RIZAL
Chowking,14.582423850357792,121.12938785521533,food,"lola nena's primark cainta","San Juan",CAINTA,RIZAL
"Chooks to Go",14.256519259038804,121.12862079884869,food,"near kuromake e-bike",Banaybanay,"CABUYAO CITY",LAGUNA
"Chooks to Go",14.27648168362577,121.1236038929954,food,"beside Lamart Shopping Center","Barangay Tres (Pob.)","CABUYAO CITY",LAGUNA
"Chooks to Go",14.228073376212146,121.14042884538297,food,"near Mind and Integrity College, INC",Banaybanay,"CABUYAO CITY",LAGUNA
"Chooks to Go",14.237147155492657,121.15806272973188,food,"near freeze point yogurt and ice cream",Mamatid,"CABUYAO CITY",LAGUNA
"Chooks to Go",14.247295274435135,121.13131571497625,food,"in front of Baliwag Lechon Manok",Banaybanay,"CABUYAO CITY",LAGUNA
"Chooks to Go",14.243970574073712,121.16355841906196,food,"beside U Super Service Center",Mamatid,"CABUYAO CITY",LAGUNA
"Chooks to Go",14.269337242746449,121.15953292263013,food,"located in Blk 19 Lot 27 Phase 2 Saint Joseph Village 7","San Isidro","CABUYAO CITY",LAGUNA
"Dairy Queen",14.07092428390564,121.30196947038,food,"Near Sports Barbers","San Rafael","SAN PABLO CITY",LAGUNA
"Potato Corner",13.9357463263409,121.61460195684559,food,"Beside Click Star Battery Center, Merchan St","Barangay 5 (Pob.)","LUCENA CITY (Capital)",QUEZON
Chatime,14.070575852122174,121.30128496273494,food,"Near Yellow Cab PIzza PIzza","San Rafael","SAN PABLO CITY",LAGUNA
KFC,14.5865202073654121.11407595267993,,food,"robinsons cainta","Santo Domingo",CAINTA,RIZAL
KFC,14.596460299714664,121.11054015000585,food,"the garden walk","Santo Domingo",CAINTA,RIZAL
KFC,14.618127980774242,121.10035363276097,food,"sta. lucia east grandmall","San Isidro",CAINTA,RIZAL
"Dimsum Panda",13.948537124117154,121.58681122109188,food,"Near Franks and Bank of the Philippines","Ibabang Dupay","LUCENA CITY (Capital)",QUEZON
"Dimsum Panda",13.941514588986712,121.61287453987154,food,"Near BDO SM City","Barangay 7 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Classic Savory",14.070863068532956,121.30226693623497,food,"Near Yael's Bibingka at Puto Bungbong","San Rafael","SAN PABLO CITY",LAGUNA
JOLLIBEE,9.993536918613225,122.81851561730763,food,"Located in Gaisano Grand Mall Kabankalan","Barangay 3 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
JOLLIBEE,10.001057782008687,122.80993302882065,food,"Located in City Mall Kabankalan","Barangay 4 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
Franks,13.954799054309843,121.61451664275243,food,"Infront of Kanto Mart",Gulang-gulang,"LUCENA CITY (Capital)",QUEZON
Franks,13.942298488948019,121.62489418097599,food,"Beside Palawang Pawnshop, Old Mnaila S Rd","Ibabang Iyam","LUCENA CITY (Capital)",QUEZON
JOLLIBEE,9.99571551878496,122.81497291520768,food,"PCI Building beside BDO","Barangay 5 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
"Pizza Hut",14.584018461848313,121.12384412515003,food,"rubou market place","San Isidro",CAINTA,RIZAL
"Pizza Hut",14.585894009646845,121.11318668588709,food,"robinsons cainta","Santo Domingo",CAINTA,RIZAL
"Pizza Hut",14.617965759428216,121.09934623864828,food,"powerplay sta. lucia","San Isidro",CAINTA,RIZAL
"Mister Donut",13.941321689126093,121.6275344438355,food,"Located in SM City","Ibabang Dupay","LUCENA CITY (Capital)",QUEZON
Andoks,13.962015851095492,121.61064582903411,food,"Beside Casa Reliana Hotel, Infront Crispy King","Barangay 7 (Pob.)","LUCENA CITY (Capital)",QUEZON
"Max's Restaurant",14.056974250599387,121.33222719420105,food,"Near Nher Store","San Rafael","SAN PABLO CITY",LAGUNA
"Chooks to Go",13.93664419085296,121.61429689446878,food,"Near Blueclicker Computer Center beside Compre Med Trading","Barangay 4 (Pob.)","LUCENA CITY (Capital)",QUEZON
McDonalds,14.578670839288552121.11652275383594,,food,"near BPI cainta ","Santo Domingo",CAINTA,RIZAL
"Max's Restaurant",14.070970270894238,121.30149071486377,food,"Near Miniso - SM City San Pablo","San Rafael","SAN PABLO CITY",LAGUNA
McDonalds,14.575166203942413,121.1225213263818,food,"beside 1221 jec enterprices","Santo Domingo",CAINTA,RIZAL
McDonalds,14.57591128330919,121.12118515152896,food,"rubou market place","San Andres (Pob.)",CAINTA,RIZAL
McDonalds,14.58569236706312,121.11860340367815,food,"beside shell","San Isidro",CAINTA,RIZAL
McDonalds,14.61988090355676,121.10212138589145,food,"beside puregold q plaza","Santo Domingo",CAINTA,RIZAL
"Red Ribbon",10.001131358056574,122.80996952882069,food,"inside City Mall Kabankalan","Barangay 6 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
"Red Ribbon",9.993644487069428,122.81887088649273,food,"inside Gaisano Grand Mall Kabankalan","Barangay 3 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
"Gerry's Grill",14.070474664308328,121.30126543532909,food,"Near Buffalo Wing's and Things","San Rafael","SAN PABLO CITY",LAGUNA
"Shakey's Pizza",14.61812525942259,121.09903230367907,food,"powerplay sta. lucia","San Isidro",CAINTA,RIZAL
"Angel's Burger",9.999218776760255,122.81111106635855,food,"in front of Petro Gazz","Barangay 4 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
Wendy's,14.58366111766833,121.13248221932274,food,"sierra valley cainta","San Juan",CAINTA,RIZAL
"Julie's Bakeshop",9.993598058794404,122.82051337407148,food,"in front of negrense pawnshop","Barangay 2 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
JOLLIBEE,14.32477216380199,121.06789192740949,food,"Beside Blue Cross Health Care, Near EstWest Unibank",Maduya,CARMONA,CAVITE
JOLLIBEE,14.311113537948064,121.04055085253923,food,"Near Burger King",Maduya,CARMONA,CAVITE
JOLLIBEE,14.31392082751662,121.05003295090731,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Crispy King",9.986697871177089,122.8173375819015,food,"beside Golden Bob Cafe","Barangay 9 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
"Crispy King",10.005565765654275,122.81838826131506,food,"beside CANSIHAN SA HIGHWAY","Barangay 5 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
Zagu,14.07141955050332,121.30210669995289,food,"Near LBC EXpress - SM San Pablo","San Rafael","SAN PABLO CITY",LAGUNA
Zagu,14.069092958320018,121.32520422117966,food,"Near Avernido Pharmacy","Barangay VII-C (Pob.)","SAN PABLO CITY",LAGUNA
Chowking,10.00102138238611,122.81002895406162,food,"LEVEL 1, CityMall Kabankalan","Barangay 6 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
Turks,14.582539422520211,121.12955156766812,food,"primark center cainta","San Juan",CAINTA,RIZAL
Turks,14.584231999481531,121.12396875085194,food,"rublou market place","San Isidro",CAINTA,RIZAL
"Fruitas Holdings",14.31400006769797,121.05010177585763,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Mang Inasal",14.585939540903825,121.11317339247903,food,"robinsons cainta","Santo Domingo",CAINTA,RIZAL
McDonalds,9.997261554004076,122.81572899358238,food,"Aquiles-Zayco Avenue","Barangay 4 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
"Pickup Coffee",14.314166339484338,121.0492141885833,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Greenwich Pizza",9.993254013181753,122.81903705406172,food,"L1 Gaisano Grand Mall Kabankalan","Barangay 3 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
Chatime,14.313860714296702,121.04976721818608,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Mang Inasal",10.001611355277294,122.81024818649274,food,"Level 1 City Mall Kabankalan","Barangay 6 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
"Classic Savory",14.314069539534549,121.05060542557337,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Dunkin Donut",14.577707627137306,121.11684809588444,food,"beside brew shots cafe","Santo Domingo",CAINTA,RIZAL
"Dunkin Donut",14.582304499872778,121.1316173517425,food,"sierra valley cainta","Santo Domingo",CAINTA,RIZAL
"Dunkin Donut",14.586229555488298,121.11332389845826,food,"robinsons cainta","Santo Domingo",CAINTA,RIZAL
"Dunkin Donut",14.619636332815231,121.10289804110033,food,"Q plaza","Santo Niño",CAINTA,RIZAL
"Dunkin Donut",14.617059456270894,121.1010974834288,food,"powerplay sta. lucia","San Isidro",CAINTA,RIZAL
"Dunkin Donut",9.995436335599582,122.81480430277347,food,"beside BDO near 7/11","Barangay 5 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
"Red Ribbon",14.071472322942297,121.3021765519494,food,"Near PLC WATCH REPAIR SERVICE","San Rafael","SAN PABLO CITY",LAGUNA
"Red Ribbon",14.067005578328684,121.32583132392617,food,"Near PMD Auto Supply","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
"Famous Belgian Waffles",14.314256413985001,121.05129704277984,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
Andoks,9.99370721663037,122.81450944056952,food,"Near Puregold Kabankalan ","Barangay 5 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
Goldilocks,14.583329835936706,121.13721652281274,food,"savemore market primark cainta","San Isidro",CAINTA,RIZAL
Goldilocks,14.598281106333225,121.12399859715154,food,"sm hypermarket cainta","San Isidro",CAINTA,RIZAL
Goldilocks,14.579508792827664,121.13017840655156,food,"rublou market place","San Andres (Pob.)",CAINTA,RIZAL
Goldilocks,14.61941094097914,121.10501178244593,food,"powerplay sta. lucia","San Isidro",CAINTA,RIZAL
Goldilocks,14.568122220569103,121.11662387124703,food,"beside cebuana","San Andres (Pob.)",CAINTA,RIZAL
"Chooks to Go",9.991898983571778,122.82035594499843,food,"near Globiz Commercial Center","Barangay 2 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
Goldilocks,14.576810907970748,121.11631787299203,food,"savemore marketplace","Santo Niño",CAINTA,RIZAL
"Chooks to Go",9.996182287422789,122.8137117288207,food,"near medplus pharmacy","Barangay 5 (Pob.)","CITY OF KABANKALAN","NEGROS OCCIDENTAL"
"Angel's Burger",14.070338404030343,121.32446070404187,food,"Near Legacy Lab Clothing store","Barangay IV-B (Pob.)","SAN PABLO CITY",LAGUNA
"Gerry's Grill",14.309756941733378,121.03350257770758,food,"Located in Viewfort Venue, Governor's Dr","Cabilang Baybay",CARMONA,CAVITE
Zagu,14.314020067671969,121.05020494517164,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Potato Corner",14.578483856220501,121.11644861054467,food,"pera hub","Santa Rosa",CAINTA,RIZAL
"Potato Corner",14.583821578150383,121.12431125417899,food,"pk square","San Isidro",CAINTA,RIZAL
"Potato Corner",14.595013229857079,121.11070221837731,food,"sm hypermarket cainta","Santo Domingo",CAINTA,RIZAL
"The Shawarma Shack",14.313127469365915,121.05830363537915,food,"Near St Gaspar Pharmacy",Lantic,CARMONA,CAVITE
"Domino's Pizza",14.070968652010746,121.32386016057632,food,"Near Mercury Drug Laguna San Pablo City - Rizal Ave.","Barangay VII-D (Pob.)","SAN PABLO CITY",LAGUNA
"Baliwag Lechon Manok.Liempo",14.316275032190537,121.06476375660593,food,"Near Entrepreneur Bank","Barangay 4 (Pob.)",CARMONA,CAVITE
"Baliwag Lechon Manok.Liempo",14.3251309828722,121.0661897184083,food,"Near DRCM Petron","Barangay 8 (Pob.)",CARMONA,CAVITE
"Mister Donut",14.576307796626164,121.12351882341032,food,"rublou market place","San Andres (Pob.)",CAINTA,RIZAL
"Mister Donut",14.586061606883094,121.11528504042816,food,"ecooil gas station cainta","San Andres (Pob.)",CAINTA,RIZAL
"Mister Donut",14.636059058293798,121.09477004565893,food,"river park lol build.","San Andres (Pob.)",CAINTA,RIZAL
"Mister Donut",14.583799854823196,121.12397778028473,food,"vapemate brookside cainta","Santo Niño",CAINTA,RIZAL
"Julie's Bakeshop",14.066299725184724,121.32382713834438,food,"Near Triple J Sari - Sari Store","Barangay VII-B (Pob.)","SAN PABLO CITY",LAGUNA
"Red Ribbon",14.313924743836177,121.04951608249117,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Julie's Bakeshop",14.314030301474341,121.05055609675108,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Angel's Burger",10.498016365837653,122.9925328401465,food,"beside ronel's breadshop",Dulao,"BAGO CITY","NEGROS OCCIDENTAL"
"Minute Burger","14.064480347660373, ",121.32259955166062,food,"Near Kuya Nga's","Barangay IV-A (Pob.)","SAN PABLO CITY",LAGUNA
"Minute Burger",14.074297831980875,121.32432047607583,food,"Near San Pablo Meat Shop","Barangay V-B (Pob.)","SAN PABLO CITY",LAGUNA
"Crispy King",10.539102007292215,122.83965685406764,food,"beside Maranatha Christian Academy",Poblacion,"BAGO CITY","NEGROS OCCIDENTAL"
Andoks,14.618729920853356,121.10188579420317,food,"beside house of champorado and corndog","Santo Domingo",CAINTA,RIZAL
Andoks,14.568535112405401,121.10700529815698,food,"beside family care drug","San Juan",CAINTA,RIZAL
Andoks,14.574035610155025,121.12470036871039,food,"beside 7 eleven","San Juan",CAINTA,RIZAL
"Krispy Kreme",14.071391547560115,121.30147350662419,food,"Near Huawei Authorized Experience Store SM San Pablo","San Rafael","SAN PABLO CITY",LAGUNA
"Minute Burger",14.310654283851685,121.05071795089566,food,"Near Muling Pagkabuhay Chapel",Maduya,CARMONA,CAVITE
"Minute Burger",14.31272432382494,121.05356241164783,food,"Near Sugar Cafe, Beside Mediabiz Digital Solution","Barangay 7 (Pob.)",CARMONA,CAVITE
"Minute Burger",14.313211111219418,121.0581751631849,food,"Near Full Care Pharmacy and Medical Depot","Barangay 2 (Pob.)",CARMONA,CAVITE
"Big Mak",10.531766922877091,122.84390777411565,food,"near bago city college",Poblacion,"BAGO CITY","NEGROS OCCIDENTAL"
McDonalds,10.531526555376,122.84409134231039,food,"near Notre Dame of Bago",Balingasag,"BAGO CITY","NEGROS OCCIDENTAL"
"Crispy King",14.0649991307267,121.3267417510631,food,"Near Fatboy's Pizza Parlor","Barangay IV-B (Pob.)","SAN PABLO CITY",LAGUNA
KFC,14.311158512684663,121.04000015157979,food,"Near Akayami Carwash",Bancal,CARMONA,CAVITE
"Big Mak",14.07067972982933,121.3029817131456,food,"Near 7-Eleven 872 Total San Pablo","San Rafael","SAN PABLO CITY",LAGUNA
McDonalds,14.31473182213689,121.05240607161564,food,"Near Shakeys Pizza Parlor",Bancal,CARMONA,CAVITE
Goldilocks,10.538588594763377,122.83765848290378,food,"near AM VIP- Bago City",Poblacion,"BAGO CITY","NEGROS OCCIDENTAL"
"Master siomai",14.071748034351003,121.3070230865083,food,"Near VJ Batangas Lomi House","Barangay I-A (Pob.)","SAN PABLO CITY",LAGUNA
"Potato Corner",10.536831343957976,122.83546294057581,food,"Prince Hypermart Bago Hilario Yulo corner",Poblacion,"BAGO CITY","NEGROS OCCIDENTAL"
"Chooks to Go",14.57867812280568,121.1334398126005,food,"beside cafe vera","San Andres (Pob.)",CAINTA,RIZAL
"Chooks to Go",14.617987839828299,121.10058400364012,food,"sta. lucia east grand mall","San Isidro",CAINTA,RIZAL
"Chooks to Go",14.586293409452022,121.11522381655887,food,"near 7 eleven","Santo Domingo",CAINTA,RIZAL
"Chooks to Go",14.621230563950421,121.10657768036474,food,"beside BDO marcos","San Juan",CAINTA,RIZAL
"Chooks to Go",14.60394804212199,121.10663925644263,food,"beisde papa jay's vista verde","San Isidro",CAINTA,RIZAL
"Chooks to Go",14.584212003395544,121.12403880981248,food,"rublou market place","San Isidro",CAINTA,RIZAL
Andoks,10.523872498846899,122.83981842337933,food,"near M. Lhuillier","Ma-ao Barrio","BAGO CITY","NEGROS OCCIDENTAL"
BonChon,14.07139771055181,121.30149098407942,food,"Near Huawei Authorized Experience Store SM San Pablo","San Rafael","SAN PABLO CITY",LAGUNA
"Chooks to Go",10.538642698502178,122.83747694526032,food,"near Personal Collection Bago City",Poblacion,"BAGO CITY","NEGROS OCCIDENTAL"
Chowking,14.066822276898067,121.32612298262936,food,"Near Gran's Sports Sports memorabilia store","Barangay IV-C (Pob.)","SAN PABLO CITY",LAGUNA
Chowking,14.071078636454693,121.30741823497132,food,"Near SPC Medical Center PT Rehab Section","San Rafael","SAN PABLO CITY",LAGUNA
Chowking,14.071365881687102,121.30181757607582,food,"Near Oldmoon Studio - SM San Pablo","San Rafael","SAN PABLO CITY",LAGUNA
"Mang Inasal",14.732892765692698,121.14527686992562,food,"Montalban Munisipyo","Balite (Pob.)","RODRIGUEZ (MONTALBAN)",RIZAL
"Shakey's Pizza",14.314656092379531,121.05183271818596,food,"Near Metro Bank Macaria Bus Center",Mabuhay,CARMONA,CAVITE
"Burger King",14.311233112266294,121.04091825627259,food,"Near Jollibee Governor's Drive",Mabuhay,CARMONA,CAVITE
JOLLIBEE,8.156801445339585,125.12568609570917,food,"beside OMG Lechon Manok","Barangay 9 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
JOLLIBEE,8.155205112407467,125.12745028135647,food,"inside Gaisano Malaybalay","Barangay 7 (Pob.)","CITY OF MALAYBALAY (Capital)",BUKIDNON
"Yellow Cab Pizza",14.31511240431099,121.05509692990908,food,"Located in Estrellita Commercial Bldg, Near hiramitsu Restaurant",Maduya,CARMONA,CAVITE
"Yellow Cab Pizza",14.290927879061718,121.01358913128905,food,"Near KAMBINGA Eatery, Governor's Drive",Maduya,CARMONA,CAVITE
Turks,14.313863626964444,121.04967564332144,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Mang Inasal",14.31399112265195,121.05038958140814,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
"Dunkin Donut",14.314205399762924,121.05101816606516,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
JOLLIBEE,10.696325689947926,122.96438307431329,food,"citymall mandalagan",Mandalagan,"BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
JOLLIBEE,10.683310164687322,122.96060842718406,food,"infront riverside medical center","Barangay 5 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
Goldilocks,14.313682922866278,121.05067355496412,food,"Located in Waltermart",Mabuhay,CARMONA,CAVITE
JOLLIBEE,10.678800051396095,122.94584316521545,food,"ayala malls capitol central","Barangay 9 (Pob.)","BACOLOD CITY (Capital)","NEGROS OCCIDENTAL"
